,Announced,Financial Year,Subject,EX Date,Payment Date,Amount,Indicator,Unnamed: 7,Stock Code,Year,Status
221,28 Jul 2022,2022-03-31,Final Dividend,04 Oct 2022,27 Oct 2022,0.02,Currency,View,7129,2022,Y
222,27 Aug 2021,2021-03-31,Final Dividend,05 Oct 2021,28 Oct 2021,0.015,Currency,View,7129,2021,Y
223,29 Jul 2019,2019-03-31,Final Dividend,03 Oct 2019,31 Oct 2019,0.07,Currency,View,7129,2019,Y
224,01 Apr 2019,2019-03-31,Interim Dividend,17 Apr 2019,16 May 2019,0.04,Currency,View,7129,2019,Y
225,27 Dec 2018,2019-03-31,Interim Dividend,14 Jan 2019,14 Feb 2019,0.03,Currency,View,7129,2019,Y
226,30 Jul 2018,2018-03-31,Final Dividend,05 Oct 2018,01 Nov 2018,0.08,Currency,View,7129,2018,Y
227,10 May 2018,2018-03-31,Interim Dividend,08 May 2018,24 May 2018,0.04,Currency,View,7129,2018,Y
228,05 Jan 2018,2018-03-31,Interim Dividend,17 Jan 2018,08 Feb 2018,0.03,Currency,View,7129,2018,Y
229,30 May 2018,2018-12-31,First Interim Dividend,12 Jun 2018,29 Jun 2018,0.005,Currency,View,0105,2018,Y
230,29 Nov 2022,2022-07-31,Final Dividend,09 Mar 2023,31 Mar 2023,0.01,Currency,View,7162,2022,Y
231,29 Nov 2021,2021-07-31,Final Dividend,09 Mar 2022,31 Mar 2022,0.01,Currency,View,7162,2021,Y
232,27 Nov 2020,2020-07-31,First and Final Dividend,09 Mar 2021,31 Mar 2021,0.015,Currency,View,7162,2020,Y
233,28 Nov 2019,2019-07-31,First and Final Dividend,20 Feb 2020,13 Mar 2020,0.01,Currency,View,7162,2019,Y
234,03 Jan 2019,2018-07-31,First and Final Dividend,06 Mar 2019,04 Apr 2019,0.01,Currency,View,7162,2018,Y
235,15 Dec 2022,2023-01-31,Third Interim Dividend,30 Dec 2022,13 Jan 2023,0.0075,Currency,View,6399,2023,Y
236,26 Sep 2022,2023-01-31,Second Interim Dividend,11 Oct 2022,25 Oct 2022,0.01,Currency,View,6399,2023,Y
237,21 Jun 2022,2023-01-31,First Interim Dividend,06 Jul 2022,20 Jul 2022,0.0125,Currency,View,6399,2023,Y
238,23 May 2022,2022-01-31,Final Dividend,06 Jul 2022,20 Jul 2022,0.0075,Currency,View,6399,2022,Y
239,31 Mar 2022,2022-01-31,Fourth Interim Dividend,14 Apr 2022,29 Apr 2022,0.015,Currency,View,6399,2022,Y
240,09 Dec 2021,2022-01-31,Third Interim Dividend,23 Dec 2021,07 Jan 2022,0.015,Currency,View,6399,2022,Y
241,21 Sep 2021,2022-01-31,Second Interim Dividend,05 Oct 2021,20 Oct 2021,0.015,Currency,View,6399,2022,Y
242,22 Jun 2021,2022-01-31,First Interim Dividend,08 Jul 2021,23 Jul 2021,0.015,Currency,View,6399,2022,Y
243,21 May 2021,2021-01-31,Final Dividend,08 Jul 2021,23 Jul 2021,0.025,Currency,View,6399,2021,Y
244,25 Mar 2021,2021-01-31,Fourth Interim Dividend,08 Apr 2021,23 Apr 2021,0.015,Currency,View,6399,2021,Y
245,03 Dec 2020,2021-01-31,Third Interim Dividend,17 Dec 2020,30 Dec 2020,0.015,Currency,View,6399,2021,Y
246,15 Sep 2020,2021-01-31,Second Interim Dividend,30 Sep 2020,14 Oct 2020,0.015,Currency,View,6399,2021,Y
247,18 Jun 2020,2021-01-31,First Interim Dividend,02 Jul 2020,17 Jul 2020,0.01,Currency,View,6399,2021,Y
248,25 Mar 2020,2020-01-31,Fourth Interim Dividend,08 Apr 2020,24 Apr 2020,0.015,Currency,View,6399,2020,Y
249,04 Dec 2019,2020-01-31,Interim Dividend,18 Dec 2019,03 Jan 2020,0.02,Currency,View,6399,2020,Y
250,12 Sep 2019,2020-01-31,Interim Dividend,27 Sep 2019,11 Oct 2019,0.02,Currency,View,6399,2020,Y
251,25 Jun 2019,2020-01-31,Interim Dividend,09 Jul 2019,25 Jul 2019,0.02,Currency,View,6399,2020,Y
252,26 Mar 2019,2019-01-31,Interim Dividend,08 Apr 2019,25 Apr 2019,0.015,Currency,View,6399,2019,Y
253,05 Dec 2018,2019-01-31,Interim Dividend,18 Dec 2018,04 Jan 2019,0.025,Currency,View,6399,2019,Y
254,26 Sep 2018,2019-01-31,Second interim dividend,09 Oct 2018,26 Oct 2018,0.025,Currency,View,6399,2019,Y
255,06 Jun 2018,2019-01-31,First Interim Dividend,21 Jun 2018,06 Jul 2018,0.025,Currency,View,6399,2019,Y
256,07 May 2018,2018-01-31,Final Dividend,21 Jun 2018,06 Jul 2018,0.005,Currency,View,6399,2018,Y
257,28 Mar 2018,2018-01-31,Interim Dividend,10 Apr 2018,27 Apr 2018,0.03,Currency,View,6399,2018,Y
258,06 Dec 2017,2018-01-31,Interim Dividend,19 Dec 2017,05 Jan 2018,0.03,Currency,View,6399,2018,Y
259,14 Sep 2017,2018-01-31,Second interim dividend,29 Sep 2017,13 Oct 2017,0.03,Currency,View,6399,2018,Y
260,14 Jun 2017,2018-01-31,First Interim Dividend,30 Jun 2017,14 Jul 2017,0.03,Currency,View,6399,2018,Y
261,03 Aug 2021,2021-03-31,Final Dividend,12 Oct 2021,28 Oct 2021,0.0335,Currency,View,8176,2021,Y
262,21 Aug 2020,2020-03-31,Final Dividend,09 Oct 2020,28 Oct 2020,0.02,Percentage,View,8176,2020,Y
263,05 Jul 2019,2019-03-31,Final Dividend,13 Sep 2019,27 Sep 2019,0.0329,Currency,View,8176,2019,Y
264,26 Aug 2021,2022-02-28,First Interim Dividend,13 Sep 2021,24 Sep 2021,0.05,Currency,View,7048,2022,Y
265,11 Nov 2020,2021-02-28,First Interim Dividend,26 Nov 2020,10 Dec 2020,0.05,Currency,View,7048,2021,Y
266,28 Apr 2020,2020-02-29,Third Interim Dividend,14 May 2020,22 May 2020,0.1,Currency,View,7048,2020,Y
267,10 Oct 2019,2020-02-29,Second interim dividend,30 Oct 2019,13 Nov 2019,0.05,Currency,View,7048,2020,Y
268,12 Jul 2019,2020-02-29,First Interim Dividend,29 Jul 2019,09 Aug 2019,0.05,Currency,View,7048,2020,Y
269,10 Jan 2019,2019-02-28,Second interim dividend,11 Feb 2019,13 Mar 2019,0.1,Currency,View,7048,2019,Y
270,12 Jul 2018,2019-02-28,First Interim Dividend,25 Jul 2018,16 Aug 2018,0.1,Currency,View,7048,2019,Y
271,11 Jan 2018,2018-02-28,Interim Dividend,15 Feb 2018,15 Mar 2018,0.1,Currency,View,7048,2018,Y
272,12 Oct 2017,2018-02-28,Second interim dividend,30 Oct 2017,15 Nov 2017,0.05,Currency,View,7048,2018,Y
273,13 Jul 2017,2018-02-28,First Interim Dividend,27 Jul 2017,23 Aug 2017,0.06,Currency,View,7048,2018,Y
274,26 Jan 2023,2022-12-31,Income Distribution,10 Feb 2023,28 Feb 2023,0.019,Currency,View,5130,2022,Y
275,27 Oct 2022,2022-12-31,Income Distribution,11 Nov 2022,30 Nov 2022,0.0185,Currency,View,5130,2022,Y
276,28 Jul 2022,2022-12-31,Income Distribution,12 Aug 2022,30 Aug 2022,0.0225,Currency,View,5130,2022,Y
277,28 Apr 2022,2022-12-31,Income Distribution,18 May 2022,02 Jun 2022,0.022,Currency,View,5130,2022,Y
278,27 Jan 2022,2021-12-31,Income Distribution,15 Feb 2022,28 Feb 2022,0.0255,Currency,View,5130,2021,Y
279,28 Oct 2021,2021-12-31,Income Distribution,12 Nov 2021,30 Nov 2021,0.025,Currency,View,5130,2021,Y
280,27 Jul 2021,2021-12-31,Income Distribution,11 Aug 2021,30 Aug 2021,0.022,Currency,View,5130,2021,Y
281,27 Apr 2021,2021-12-31,Income Distribution,12 May 2021,02 Jun 2021,0.025,Currency,View,5130,2021,Y
282,22 Jan 2021,2020-12-31,Income Distribution,09 Feb 2021,26 Feb 2021,0.03,Currency,View,5130,2020,Y
283,27 Oct 2020,2020-12-31,Income Distribution,12 Nov 2020,30 Nov 2020,0.02,Currency,View,5130,2020,Y
284,06 Aug 2020,2020-12-31,Income Distribution,21 Aug 2020,15 Sep 2020,0.02,Currency,View,5130,2020,Y
285,28 May 2020,2020-12-31,Income Distribution,12 Jun 2020,30 Jun 2020,0.02,Currency,View,5130,2020,Y
286,06 Feb 2020,2019-12-31,Income Distribution,20 Feb 2020,09 Mar 2020,0.0223,Currency,View,5130,2019,Y
287,29 Oct 2019,2019-12-31,Income Distribution,13 Nov 2019,29 Nov 2019,0.01,Currency,View,5130,2019,Y
288,03 Jul 2019,2019-12-31,Income Distribution,17 Jul 2019,08 Aug 2019,0.02,Currency,View,5130,2019,Y
289,08 Mar 2019,2019-12-31,Income Distribution,21 Mar 2019,22 Apr 2019,0.014,Currency,View,5130,2019,Y
290,24 Jan 2019,2018-12-31,Income Distribution,12 Feb 2019,28 Feb 2019,0.021,Currency,View,5130,2018,Y
291,25 Oct 2018,2018-12-31,Income Distribution,09 Nov 2018,30 Nov 2018,0.02,Currency,View,5130,2018,Y
292,25 Jul 2018,2018-12-31,Income Distribution,10 Aug 2018,30 Aug 2018,0.02,Currency,View,5130,2018,Y
293,10 May 2018,2018-12-31,Income Distribution,14 May 2018,31 May 2018,0.02,Currency,View,5130,2018,Y
294,30 Apr 2018,2018-03-31,Interim Dividend,14 May 2018,25 May 2018,0.02,Currency,View,7099,2018,Y
295,16 Oct 2017,2018-03-31,Interim Dividend,05 Dec 2017,03 Jan 2018,0.05,Currency,View,7099,2018,Y
296,29 Sep 2022,2023-01-31,Interim Dividend,13 Oct 2022,26 Oct 2022,0.02,Currency,View,5302,2023,Y
297,29 Aug 2018,2018-12-31,Interim Dividend,14 Sep 2018,17 Oct 2018,0.002,Currency,View,5204,2018,Y
298,15 May 2018,2018-12-31,Interim Dividend,04 Jun 2018,04 Jul 2018,0.005,Currency,View,5204,2018,Y
299,25 Oct 2022,2022-06-30,Final Dividend,12 Dec 2022,30 Dec 2022,0.015,Currency,View,7579,2022,Y
300,24 Feb 2022,2022-06-30,First Interim Dividend,22 Mar 2022,05 Apr 2022,0.005,Currency,View,7579,2022,Y
301,25 Oct 2021,2021-06-30,Final Dividend,10 Dec 2021,31 Dec 2021,0.01,Currency,View,7579,2021,Y
302,25 Feb 2021,2021-06-30,First Interim Dividend,19 Mar 2021,31 Mar 2021,0.005,Currency,View,7579,2021,Y
303,25 Feb 2020,2020-06-30,First Interim Dividend,10 Mar 2020,03 Apr 2020,0.005,Currency,View,7579,2020,Y
304,25 Oct 2019,2019-06-30,Final Dividend,13 Dec 2019,31 Dec 2019,0.01,Currency,View,7579,2019,Y
305,14 Mar 2019,2019-06-30,First Interim Dividend,16 Apr 2019,16 May 2019,0.005,Currency,View,7579,2019,Y
306,26 Nov 2018,2018-06-30,Final Dividend,11 Dec 2018,28 Dec 2018,0.005,Currency,View,7579,2018,Y
307,14 Dec 2022,2022-12-31,Special Dividend,29 Dec 2022,20 Jan 2023,0.04,Currency,View,6888,2022,Y
308,14 Dec 2022,2022-12-31,Interim Dividend,29 Dec 2022,20 Jan 2023,0.05,Currency,View,6888,2022,Y
309,03 Mar 2022,2021-12-31,Interim Dividend,17 Mar 2022,28 Mar 2022,0.055,Currency,View,6888,2021,Y
310,30 Aug 2021,2021-12-31,Interim Dividend,14 Sep 2021,24 Sep 2021,0.04,Currency,View,6888,2021,Y
311,10 Mar 2021,2021-12-31,Interim Dividend,24 Mar 2021,08 Apr 2021,0.05,Currency,View,6888,2021,Y
312,11 Sep 2020,2020-12-31,Interim Dividend,28 Sep 2020,13 Oct 2020,0.02,Currency,View,6888,2020,Y
313,10 Apr 2020,2019-12-31,Interim Dividend,24 Apr 2020,14 May 2020,0.045,Currency,View,6888,2019,Y
314,01 Oct 2019,2019-12-31,Interim Dividend,15 Oct 2019,13 Nov 2019,0.05,Currency,View,6888,2019,Y
315,04 Apr 2019,2018-12-31,Interim Dividend,18 Apr 2019,17 May 2019,0.045,Currency,View,6888,2018,Y
316,27 Sep 2018,2018-12-31,Interim Dividend,10 Oct 2018,12 Nov 2018,0.05,Currency,View,6888,2018,Y
317,19 Jan 2023,2022-12-31,Income Distribution,08 Feb 2023,28 Feb 2023,0.0024,Currency,View,5106,2022,Y
318,15 Dec 2022,2022-12-31,Income Distribution,29 Dec 2022,20 Jan 2023,0.0209,Currency,View,5106,2022,Y
319,19 Oct 2022,2022-12-31,Income Distribution,02 Nov 2022,30 Nov 2022,0.0245,Currency,View,5106,2022,Y
320,20 Jul 2022,2022-12-31,Income Distribution,02 Aug 2022,30 Aug 2022,0.0255,Currency,View,5106,2022,Y
321,20 Apr 2022,2022-12-31,Income Distribution (with Dividend Re-Investment Plan),06 May 2022,15 Jun 2022,0.0242,Currency,View,5106,2022,Y
322,20 Jan 2022,2021-12-31,Income Distribution,07 Feb 2022,28 Feb 2022,0.0038,Currency,View,5106,2021,Y
323,01 Dec 2021,2021-12-31,Income Distribution,14 Dec 2021,14 Jan 2022,0.0203,Currency,View,5106,2021,Y
324,21 Oct 2021,2021-12-31,Income Distribution,03 Nov 2021,30 Nov 2021,0.0245,Currency,View,5106,2021,Y
325,21 Jul 2021,2021-12-31,Income Distribution,03 Aug 2021,30 Aug 2021,0.024,Currency,View,5106,2021,Y
326,21 Apr 2021,2021-12-31,Income Distribution,05 May 2021,31 May 2021,0.0223,Currency,View,5106,2021,Y
327,20 Jan 2021,2020-12-31,Income Distribution (with Dividend Re-Investment Plan),04 Feb 2021,11 Mar 2021,0.0225,Currency,View,5106,2020,Y
328,21 Oct 2020,2020-12-31,Income Distribution,04 Nov 2020,30 Nov 2020,0.0225,Currency,View,5106,2020,Y
329,26 Aug 2020,2020-12-31,Income Distribution,09 Sep 2020,02 Oct 2020,0.0215,Currency,View,5106,2020,Y
330,20 May 2020,2020-12-31,Income Distribution,04 Jun 2020,03 Jul 2020,0.021,Currency,View,5106,2020,Y
331,20 Jan 2020,2019-12-31,Income Distribution (with Dividend Re-Investment Plan),03 Feb 2020,09 Mar 2020,0.011,Currency,View,5106,2019,Y
332,30 Oct 2019,2019-12-31,Income Distribution,12 Nov 2019,09 Dec 2019,0.011,Currency,View,5106,2019,Y
333,21 Oct 2019,2019-12-31,Income Distribution,04 Nov 2019,29 Nov 2019,0.0235,Currency,View,5106,2019,Y
334,24 Jul 2019,2019-12-31,Income Distribution,07 Aug 2019,30 Aug 2019,0.0236,Currency,View,5106,2019,Y
335,29 Apr 2019,2019-12-31,Income Distribution,13 May 2019,31 May 2019,0.0235,Currency,View,5106,2019,Y
336,22 Jan 2019,2018-12-31,Income Distribution,08 Feb 2019,28 Feb 2019,0.0245,Currency,View,5106,2018,Y
337,22 Oct 2018,2018-12-31,Income Distribution (with Dividend Re-Investment Plan),01 Nov 2018,10 Dec 2018,0.0235,Currency,View,5106,2018,Y
338,06 Aug 2018,2018-12-31,Income Distribution,16 Aug 2018,07 Sep 2018,0.02,Currency,View,5106,2018,Y
339,10 May 2018,2018-12-31,Income Distribution,08 May 2018,04 Jun 2018,0.0194,Currency,View,5106,2018,Y
340,27 Apr 2022,2021-12-31,First and Final Dividend,01 Jun 2022,17 Jun 2022,0.1,Currency,View,2305,2021,Y
341,06 May 2021,2020-12-31,Interim Dividend,12 May 2021,04 Jun 2021,0.041,Currency,View,2305,2020,Y
342,16 Jul 2020,2019-12-31,First and Final Dividend,21 Aug 2020,04 Sep 2020,0.045,Currency,View,2305,2019,Y
343,29 Apr 2019,2018-12-31,First and Final Dividend,16 May 2019,10 Jun 2019,0.05,Currency,View,2305,2018,Y
344,19 Jul 2022,2022-03-31,Final Dividend,20 Sep 2022,17 Oct 2022,0.01,Currency,View,5021,2022,Y
345,23 Nov 2021,2022-03-31,Second Interim Dividend,03 Feb 2022,18 Feb 2022,0.015,Currency,View,5021,2022,Y
346,25 Aug 2021,2022-03-31,First Interim Dividend,08 Oct 2021,25 Oct 2021,0.015,Currency,View,5021,2022,Y
347,24 Jun 2019,2019-03-31,Final Dividend,26 Sep 2019,18 Oct 2019,0.01,Currency,View,5021,2019,Y
348,21 Jun 2018,2018-03-31,Final Dividend,01 Aug 2018,24 Aug 2018,0.01,Currency,View,5021,2018,Y
349,26 Feb 2018,2018-03-31,First Interim Dividend,14 Mar 2018,30 Mar 2018,0.015,Currency,View,5021,2018,Y
350,30 Dec 2022,2022-10-31,First Interim Dividend,09 Jan 2023,17 Jan 2023,0.0033,Currency,View,03012,2022,Y
351,29 Dec 2021,2021-10-31,First Interim Dividend,07 Jan 2022,17 Jan 2022,0.0067,Currency,View,03012,2021,Y
352,30 Dec 2020,2020-10-31,Interim Dividend,14 Jan 2021,22 Jan 2021,0.0051,Currency,View,03012,2020,Y
353,30 Dec 2019,2019-10-31,First Interim Dividend,07 Jan 2020,15 Jan 2020,0.002,Currency,View,03012,2019,Y
354,09 Dec 2022,2022-12-31,Interim Dividend (with Dividend Re-Investment Plan),29 Dec 2022,30 Jan 2023,0.104,Currency,View,5258,2022,Y
355,10 Dec 2021,2021-12-31,Interim Dividend (with Dividend Re-Investment Plan),23 Dec 2021,20 Jan 2022,0.1093,Currency,View,5258,2021,Y
356,08 Dec 2020,2020-12-31,Interim Dividend (with Dividend Re-Investment Plan),21 Dec 2020,18 Jan 2021,0.126,Currency,View,5258,2020,Y
357,10 Dec 2019,2019-12-31,Interim Dividend (with Dividend Re-Investment Plan),23 Dec 2019,21 Jan 2020,0.16,Currency,View,5258,2019,Y
358,13 Dec 2018,2018-12-31,Interim Dividend (with Dividend Re-Investment Plan),27 Dec 2018,29 Jan 2019,0.155,Currency,View,5258,2018,Y
359,09 Dec 2022,2022-09-30,Final Dividend,17 Feb 2023,02 Mar 2023,0.9,Currency,View,1899,2022,Y
360,24 May 2022,2022-09-30,Interim Dividend,08 Jul 2022,04 Aug 2022,0.2,Currency,View,1899,2022,Y
361,10 Dec 2021,2021-09-30,Final Dividend,18 Feb 2022,03 Mar 2022,0.9,Currency,View,1899,2021,Y
362,19 May 2021,2021-09-30,Interim Dividend,09 Jul 2021,05 Aug 2021,0.2,Currency,View,1899,2021,Y
363,09 Dec 2020,2020-09-30,Final Dividend,19 Feb 2021,04 Mar 2021,0.4,Currency,View,1899,2020,Y
364,27 May 2020,2020-09-30,Interim Dividend,14 Jul 2020,06 Aug 2020,0.15,Currency,View,1899,2020,Y
365,13 Jan 2020,2019-09-30,Final Dividend (with Dividend Re-Investment Plan),24 Jan 2020,24 Feb 2020,0.45,Currency,View,1899,2019,Y
366,15 May 2019,2019-09-30,Interim Dividend,16 Jul 2019,08 Aug 2019,0.15,Currency,View,1899,2019,Y
367,07 Dec 2018,2018-09-30,Final Dividend,21 Feb 2019,06 Mar 2019,0.4,Currency,View,1899,2018,Y
368,16 May 2018,2018-09-30,Interim Dividend,16 Jul 2018,09 Aug 2018,0.15,Currency,View,1899,2018,Y
369,06 Jul 2020,2019-12-31,Final Dividend,18 Aug 2020,15 Sep 2020,0.001,Currency,View,0187,2019,Y
370,29 Apr 2019,2018-12-31,Final Dividend,27 Jun 2019,12 Jul 2019,0.002,Currency,View,0187,2018,Y
371,16 Aug 2022,2022-06-30,Fourth Interim Dividend,01 Sep 2022,22 Sep 2022,0.02,Currency,View,5196,2022,Y
372,11 May 2022,2022-06-30,Third Interim Dividend,07 Jun 2022,23 Jun 2022,0.015,Currency,View,5196,2022,Y
373,10 Feb 2022,2022-06-30,Second Interim Dividend,14 Mar 2022,30 Mar 2022,0.01,Currency,View,5196,2022,Y
374,11 Nov 2021,2022-06-30,First Interim Dividend,14 Dec 2021,30 Dec 2021,0.01,Currency,View,5196,2022,Y
375,18 Aug 2021,2021-06-30,Fourth Interim Dividend,08 Sep 2021,23 Sep 2021,0.01,Currency,View,5196,2021,Y
376,06 May 2021,2021-06-30,Third Interim Dividend,28 May 2021,11 Jun 2021,0.01,Currency,View,5196,2021,Y
377,09 Feb 2021,2021-06-30,Second Interim Dividend,11 Mar 2021,26 Mar 2021,0.005,Currency,View,5196,2021,Y
378,12 Nov 2020,2021-06-30,First Interim Dividend,09 Dec 2020,29 Dec 2020,0.005,Currency,View,5196,2021,Y
379,06 Feb 2020,2020-06-30,Second Interim Dividend,11 Mar 2020,26 Mar 2020,0.01,Currency,View,5196,2020,Y
380,11 Nov 2019,2020-06-30,First Interim Dividend,11 Dec 2019,27 Dec 2019,0.01,Currency,View,5196,2020,Y
381,13 Jun 2019,2019-06-30,Interim Dividend,10 Jul 2019,26 Jul 2019,0.01,Currency,View,5196,2019,Y
382,14 Mar 2019,2019-04-30,Interim Dividend,09 Apr 2019,26 Apr 2019,0.01,Currency,View,5196,2019,Y
383,05 Dec 2018,2019-04-30,Second interim dividend,07 Jan 2019,25 Jan 2019,0.01,Currency,View,5196,2019,Y
384,18 Sep 2018,2019-04-30,First Interim Dividend,08 Oct 2018,26 Oct 2018,0.01,Currency,View,5196,2019,Y
385,21 Jun 2018,2018-04-30,Interim Dividend,10 Jul 2018,26 Jul 2018,0.01,Currency,View,5196,2018,Y
386,15 Mar 2018,2018-04-30,Interim Dividend,10 Apr 2018,27 Apr 2018,0.01,Currency,View,5196,2018,Y
387,13 Dec 2017,2018-04-30,Second interim dividend,10 Jan 2018,26 Jan 2018,0.01,Currency,View,5196,2018,Y
388,15 Sep 2017,2018-04-30,First Interim Dividend,11 Oct 2017,27 Oct 2017,0.01,Currency,View,5196,2018,Y
389,13 Jun 2022,2022-04-30,Special Dividend,14 Jul 2022,04 Aug 2022,0.025,Currency,View,5248,2022,Y
390,13 Jun 2022,2022-04-30,Fourth Interim Dividend,14 Jul 2022,04 Aug 2022,0.02,Currency,View,5248,2022,Y
391,10 Mar 2022,2022-04-30,Third Interim Dividend,14 Apr 2022,05 May 2022,0.0225,Currency,View,5248,2022,Y
392,13 Dec 2021,2022-04-30,Second Interim Dividend,12 Jan 2022,04 Feb 2022,0.015,Currency,View,5248,2022,Y
393,13 Sep 2021,2022-04-30,First Interim Dividend,15 Oct 2021,05 Nov 2021,0.005,Currency,View,5248,2022,Y
394,18 Jun 2021,2021-04-30,Fourth Interim Dividend,14 Jul 2021,05 Aug 2021,0.015,Currency,View,5248,2021,Y
395,18 Jun 2021,2021-04-30,Special Dividend,14 Jul 2021,05 Aug 2021,0.0175,Currency,View,5248,2021,Y
396,10 Mar 2021,2021-04-30,Third Interim Dividend,16 Apr 2021,06 May 2021,0.015,Currency,View,5248,2021,Y
397,10 Dec 2020,2021-04-30,Second Interim Dividend,15 Jan 2021,05 Feb 2021,0.0125,Currency,View,5248,2021,Y
398,10 Sep 2020,2021-04-30,First Interim Dividend,27 Oct 2020,18 Nov 2020,0.005,Currency,View,5248,2021,Y
399,16 Mar 2020,2020-04-30,Third Interim Dividend,04 May 2020,28 May 2020,0.0145,Currency,View,5248,2020,Y
400,10 Dec 2019,2020-04-30,Second Interim Dividend,28 Jan 2020,17 Feb 2020,0.0275,Currency,View,5248,2020,Y
401,13 Sep 2019,2020-04-30,Interim Dividend,09 Oct 2019,25 Oct 2019,0.0325,Currency,View,5248,2020,Y
402,12 Jun 2019,2019-04-30,Interim Dividend,09 Jul 2019,25 Jul 2019,0.035,Currency,View,5248,2019,Y
403,12 Jun 2019,2019-04-30,Special Dividend,09 Jul 2019,25 Jul 2019,0.07,Currency,View,5248,2019,Y
404,13 Mar 2019,2019-04-30,Interim Dividend,05 Apr 2019,25 Apr 2019,0.045,Currency,View,5248,2019,Y
405,12 Dec 2018,2019-04-30,Second interim dividend,27 Dec 2018,25 Jan 2019,0.0375,Currency,View,5248,2019,Y
406,13 Sep 2018,2019-04-30,Interim Dividend,08 Oct 2018,26 Oct 2018,0.025,Currency,View,5248,2019,Y
407,12 Jun 2018,2018-04-30,Special Dividend,06 Jul 2018,26 Jul 2018,0.027,Currency,View,5248,2018,Y
408,12 Jun 2018,2018-04-30,Interim Dividend,06 Jul 2018,26 Jul 2018,0.023,Currency,View,5248,2018,Y
409,12 Mar 2018,2018-04-30,Interim Dividend,06 Apr 2018,26 Apr 2018,0.023,Currency,View,5248,2018,Y
410,08 Dec 2017,2018-04-30,Second interim dividend,12 Jan 2018,26 Jan 2018,0.016,Currency,View,5248,2018,Y
411,11 Sep 2017,2018-04-30,First Interim Dividend,09 Oct 2017,27 Oct 2017,0.015,Currency,View,5248,2018,Y
412,27 Sep 2022,2022-04-30,Final Dividend,21 Nov 2022,30 Nov 2022,0.05,Currency,View,7668,2022,Y
413,24 Dec 2021,2022-04-30,Interim Dividend,12 Jan 2022,25 Jan 2022,0.03,Currency,View,7668,2022,Y
414,25 Jun 2021,2021-04-30,Second Interim Dividend,14 Jul 2021,29 Jul 2021,0.05,Currency,View,7668,2021,Y
415,13 Jan 2021,2021-04-30,Interim Dividend,24 Feb 2021,04 Mar 2021,0.04,Currency,View,7668,2021,Y
416,02 Oct 2020,2020-04-30,Final Dividend,06 Nov 2020,19 Nov 2020,0.04,Currency,View,7668,2020,Y
417,15 Apr 2020,2020-04-30,Second Interim Dividend,29 May 2020,16 Jun 2020,0.03,Currency,View,7668,2020,Y
418,15 Jan 2020,2020-04-30,Interim Dividend,21 Feb 2020,05 Mar 2020,0.03,Currency,View,7668,2020,Y
419,26 Aug 2019,2019-04-30,Final Dividend,07 Nov 2019,21 Nov 2019,0.09,Currency,View,7668,2019,Y
420,23 Jan 2019,2019-04-30,Interim Dividend,22 Feb 2019,07 Mar 2019,0.04,Currency,View,7668,2019,Y
421,23 Aug 2018,2018-04-30,Final Dividend,07 Nov 2018,22 Nov 2018,0.11,Currency,View,7668,2018,Y
422,19 Apr 2018,2018-04-30,Second interim dividend,28 May 2018,13 Jun 2018,0.03,Currency,View,7668,2018,Y
423,25 Jan 2018,2018-04-30,Interim Dividend,23 Feb 2018,08 Mar 2018,0.06,Currency,View,7668,2018,Y
424,25 Apr 2022,2021-12-31,Interim Dividend,11 May 2022,25 May 2022,0.0075,Currency,View,6173,2021,Y
425,01 Mar 2021,2020-12-31,Interim Dividend,15 Mar 2021,30 Mar 2021,0.0075,Currency,View,6173,2020,Y
426,29 Aug 2018,2018-06-30,Second interim dividend,14 Sep 2018,08 Oct 2018,0.005,Currency,View,0195,2018,Y
427,15 Jan 2018,2018-06-30,First Interim Dividend,26 Jan 2018,13 Feb 2018,0.005,Currency,View,0195,2018,Y
428,25 Nov 2022,2022-12-31,Third Interim Dividend,12 Dec 2022,28 Dec 2022,0.03,Currency,View,5032,2022,Y
429,26 Aug 2022,2022-12-31,Second Interim Dividend,15 Sep 2022,06 Oct 2022,0.03,Currency,View,5032,2022,Y
430,27 May 2022,2022-12-31,First Interim Dividend,14 Jul 2022,02 Aug 2022,0.05,Currency,View,5032,2022,Y
431,25 Feb 2022,2021-12-31,Fourth Interim Dividend,24 Mar 2022,14 Apr 2022,0.03,Currency,View,5032,2021,Y
432,30 Nov 2021,2021-12-31,Third Interim Dividend,14 Dec 2021,28 Dec 2021,0.03,Currency,View,5032,2021,Y
433,26 Aug 2021,2021-12-31,Second Interim Dividend,17 Sep 2021,07 Oct 2021,0.03,Currency,View,5032,2021,Y
434,27 May 2021,2021-12-31,First Interim Dividend,15 Jul 2021,03 Aug 2021,0.03,Currency,View,5032,2021,Y
